Chromosome/scaffold name	Transcript end (bp)	Strand
2	61833867	1
2	61834221	1
2	61836306	1
2	61840369	-1
2	61842412	1
2	61844773	1
2	61883920	1
2	61888349	-1
2	61899074	-1
2	61919868	1
2	61937478	1
2	61939163	-1
2	61949700	1
2	61953669	1
2	61959104	-1
2	61970384	1
2	61972668	1
2	61973182	1
2	61981490	1
2	61985023	-1
2	61993505	1
2	61994082	1
2	61994486	1
2	61994868	1
2	62001919	-1
2	62009865	1
2	62017604	-1
2	62018109	1
2	62025401	1
2	62041307	1
2	62048185	-1
2	62060838	-1
2	62064733	1
2	62072057	-1
2	62079400	-1
2	62086433	-1
2	62094114	-1
2	62096008	-1
2	62112332	1
2	62124341	1
2	62145915	1
2	62156618	1
2	62160771	1
2	62165515	-1
2	62164417	-1
2	62165495	-1
2	62171469	1
2	62177490	1
2	62194638	1
2	62204069	-1
2	62222397	-1
2	62228348	-1
2	62231542	1
2	62237018	-1
2	62242579	-1
2	62257190	1
2	62262958	1
2	62289252	1
2	62307255	-1
2	62314244	-1
2	62314499	-1
2	62326397	1
2	62327989	1
2	62334577	-1
2	62339583	-1
2	62342532	-1
2	62344449	-1
2	62359899	1
2	62361199	-1
2	62368733	-1
2	62373078	1
2	62379794	1
2	62384533	-1
2	62402705	-1
2	62423585	1
2	62429689	-1
2	62435749	1
2	62437102	1
2	62442018	1
2	62446858	1
2	62452864	1
2	62484302	-1
2	62498452	-1
2	62498452	-1
2	62508976	1
2	62519434	1
2	62534893	1
2	62537308	1
2	62543475	-1
2	62554427	1
2	62589772	1
2	62593561	1
2	62602360	-1
2	62606849	1
2	62618388	1
2	62620639	-1
2	62621911	1
2	62632065	1
2	62648772	-1
2	62658671	1
2	62661381	-1
2	62687733	1
2	62692694	1
2	62699970	1
2	62707399	-1
2	62741600	1
2	62748327	-1
2	62757575	-1
2	62761194	1
2	62766566	1
2	62769481	1
2	62775721	1
2	62793408	1
2	62813690	1
2	62824009	-1
2	62827069	-1
2	62835616	1
2	62850945	1
2	62852368	-1
2	62860786	-1
2	62880588	1
2	62885607	1
2	62892419	1
2	62903849	-1
2	62908417	-1
2	62919496	1
2	62919186	1
2	62924553	-1
2	62928499	-1
2	62934736	-1
2	62939560	-1
2	62943467	-1
2	62953148	-1
2	62963439	1
2	62977309	1
2	62986119	1
2	62991134	-1
2	63000505	1
2	63008204	-1
2	63011247	1
2	63013410	1
2	63017104	1
2	63022333	1
2	63039879	1
2	63044009	1
2	63052134	1
2	63068013	-1
2	63083798	1
2	63095584	1
2	63098029	-1
2	63101209	1
2	63105481	1
2	63113065	1
2	63117527	1
2	63130750	1
2	63139530	1
2	63170451	1
2	63173038	1
2	63174687	1
2	63175915	-1
2	63179489	-1
2	63181966	-1
2	63183400	1
2	63187131	-1
2	63203608	-1
2	63209720	1
2	63211891	-1
2	63222461	1
2	63245299	1
2	63246399	-1
2	63251631	-1
2	63266117	-1
2	63274553	1
2	63281459	1
2	63284881	1
2	63287325	-1
2	63292593	-1
2	63300449	1
2	63312394	1
2	63312394	1
2	63314865	1
2	63315628	1
2	63328541	-1
2	63329353	-1
2	63351431	1
2	63360872	1
2	63360521	1
2	63361815	1
2	63367423	-1
2	63376532	1
2	63378097	-1
2	63382938	-1
2	63397416	1
2	63400444	-1
2	63406521	1
2	63412263	1
2	63424958	1
2	63431859	1
2	63432909	1
2	63437050	1
2	63448888	1
2	63468548	-1
2	63480697	-1
2	63484152	-1
2	63488269	-1
2	63490888	1
2	63492514	1
2	63502377	1
2	63502380	1
2	63519462	1
2	63520728	1
2	63524998	-1
2	63527190	1
2	63535388	1
2	63537679	-1
2	63546571	-1
2	63558887	-1
2	63570608	-1
2	63578214	1
2	63588205	-1
2	63596035	-1
2	63599666	-1
2	63612644	1
2	63619828	-1
2	63630106	-1
2	63639120	1
2	63643199	-1
2	63646162	-1
2	63647433	-1
2	63650559	-1
2	63654299	-1
2	63666532	-1
2	63678558	-1
2	63686506	-1
2	63691251	1
2	63691251	1
2	63696741	-1
2	63704995	1
2	63708538	-1
2	63710382	-1
2	63714005	-1
2	63783849	-1
2	63794275	-1
2	63798390	-1
2	63802492	-1
2	63830905	1
2	63849598	1
2	63852667	-1
2	63856719	-1
2	63863676	1
2	63867344	1
2	63877290	1
2	63879533	-1
2	63881487	-1
2	63884043	-1
2	63890304	-1
2	63895607	-1
2	63901344	-1
2	63905465	-1
2	63910848	-1
2	63917459	1
2	63924220	-1
2	63941620	1
2	63960533	-1
2	63961624	-1
2	63974302	1
2	63980399	1
2	63981969	-1
2	63986318	-1
2	63992552	1
2	63997434	-1
2	64011828	1
2	64014376	1
2	64015337	-1
2	64018798	1
2	64023850	-1
2	64033525	1
2	64038431	1
2	64069090	1
2	64074357	-1
2	64076239	-1
2	64082408	1
2	64088067	1
2	64116627	1
2	64128248	-1
2	64146068	1
2	64153440	-1
2	64155370	-1
2	64156459	-1
2	64162332	-1
2	64165889	1
2	64178417	1
2	64194965	1
2	64198067	-1
2	64204403	1
2	64208181	1
2	64215646	-1
2	64215646	-1
2	64227046	-1
2	64230396	-1
2	64238611	-1
2	64246356	-1
2	64262551	1
2	64268834	1
2	64271586	1
2	64273752	-1
2	64279475	1
2	64285968	-1
2	64303767	1
2	64307455	-1
2	64310370	1
2	64313825	-1
2	64318692	-1
2	64326147	-1
2	64335067	-1
2	64342184	-1
2	64350341	-1
2	64353662	-1
2	64358351	-1
2	64364773	-1
2	64369369	-1
2	64374389	-1
2	64401749	1
2	64404015	-1
2	64415064	1
2	64433065	1
2	64448901	1
2	64456594	1
2	64466090	-1
2	64470329	-1
2	64474123	1
2	64484395	1
2	64486226	1
2	64488753	-1
2	64498435	-1
2	64501790	-1
2	64509418	-1
2	64513060	-1
2	64518942	-1
2	64522045	-1
2	64531430	-1
2	64535903	1
2	64555854	-1
2	64569001	1
2	64576057	1
2	64584148	1
2	64591331	1
2	64596204	-1
2	64610859	-1
2	64614319	-1
2	64614655	-1
2	64620080	-1
2	64622981	1
2	64629954	-1
2	64643597	-1
2	64657420	1
2	64664671	1
2	64669274	1
2	64679164	1
2	64683740	1
2	64705596	1
2	64712587	1
2	64718422	-1
2	64724812	1
2	64730617	-1
2	64744991	-1
2	64744991	-1
2	64744991	-1
2	64757796	1
2	64762054	1
2	64768940	1
2	64777779	1
2	64790695	1
2	64794422	1
2	64802958	1
2	64808928	-1
2	64816069	-1
2	64826724	1
2	64826766	1
2	64826355	1
2	64826355	1
2	64832725	1
2	64838467	1
2	64838044	-1
2	64839659	-1
2	64851857	1
2	64860840	1
2	64865877	-1
2	64879093	1
2	64883056	1
2	64901608	-1
2	64932149	1
2	64941058	1
2	64944502	-1
2	64948044	-1
2	64950764	1
2	64950797	1
2	64958379	-1
2	64967408	-1
2	64974370	-1
2	64979550	-1
2	64985637	-1
2	65000762	-1
2	65002344	-1
2	65007217	-1
2	65011442	1
2	65014715	-1
2	65022960	1
2	65026421	1
2	65037289	-1
2	65043289	1
2	65070241	1
2	65108168	-1
2	65121362	1
2	65125107	-1
2	65128065	1
2	65131442	-1
2	65137201	-1
2	65146774	-1
2	65157803	1
2	65159856	1
2	65168574	1
2	65171292	-1
2	65176823	-1
2	65179854	1
2	65184340	1
2	65195854	1
2	65201554	-1
2	65208882	1
2	65218935	-1
2	65258700	-1
2	65260441	-1
2	65275942	1
2	65278150	1
2	65284645	1
2	65286426	-1
2	65289943	-1
2	65294724	-1
2	65305129	1
2	65310024	-1
2	65313772	-1
2	65317811	1
2	65332274	1
2	65337620	1
2	65342481	-1
2	65349756	1
2	65349221	1
2	65356515	-1
2	65365509	1
2	65374417	-1
2	65378414	-1
2	65386084	-1
2	65391233	-1
2	65399776	-1
2	65411568	1
2	65426952	-1
2	65454126	-1
2	65465388	-1
2	65464775	-1
2	65475245	1
2	65478500	-1
2	65485447	-1
2	65488989	1
2	65494579	-1
2	65506276	-1
2	65511363	-1
2	65521868	1
2	65535860	-1
2	65546003	-1
2	65551463	-1
2	65558938	-1
2	65567234	-1
2	65569927	1
2	65573233	1
2	65576216	-1
2	65589697	1
2	65593747	-1
2	65595566	-1
2	65599207	1
2	65600848	1
2	65604629	1
2	65613684	-1
2	65621636	1
2	65621659	1
2	65630563	1
2	65649334	1
2	65664496	-1
2	65687937	1
2	65694915	-1
2	65708194	-1
2	65713482	-1
2	65723158	1
2	65728013	1
2	65737856	1
2	65740798	1
2	65744657	1
2	65747841	1
2	65752846	1
2	65761899	1
2	65762590	-1
2	65769597	-1
2	65769597	-1
2	65779132	-1
2	65800925	-1
2	65807006	-1
2	65810635	-1
2	65816432	1
2	65831548	-1
2	65835096	-1
2	65842583	-1
2	65850558	1
2	65855477	-1
2	65859766	-1
2	65866044	-1
2	65873155	1
2	65883066	1
2	65881350	1
2	65880937	1
2	65895810	-1
2	65916055	-1
2	65928214	1
2	65929601	-1
2	65951285	1
2	65953957	-1
2	65966100	-1
2	65984752	-1
2	65991566	-1
2	65997035	-1
2	66011532	-1
2	66013818	-1
2	66029515	-1
2	66038880	1
2	66047147	1
2	66052381	-1
2	66056595	-1
2	66063376	1
2	66064277	-1
2	66064433	-1
2	66081592	1
2	66081354	1
2	66083745	1
2	66085999	-1
2	66089401	-1
2	66095828	-1
2	66102829	1
2	66113903	1
2	66123915	1
2	66132850	-1
2	66143729	1
2	66145285	-1
2	66153115	-1
2	66165919	1
2	66186369	-1
2	66196871	1
2	66205340	1
2	66210434	-1
2	66217918	1
2	66221961	-1
2	66229703	1
2	66237566	1
2	66242783	1
2	66247274	-1
2	66251325	-1
2	66257242	-1
2	66263391	-1
2	66267332	-1
2	66271048	1
2	66282873	1
2	66299473	1
2	66303661	1
2	66307772	-1
2	66336264	-1
2	66354236	1
2	66358087	-1
2	66366760	1
2	66375749	-1
2	66377860	-1
2	66382726	1
2	66388419	-1
2	66393977	-1
2	66400560	-1
2	66418210	1
2	66419648	-1
2	66424789	-1
2	66430703	-1
2	66433528	1
2	66444086	-1
2	66459051	1
2	66467531	-1
2	66477400	-1
2	66484167	-1
2	66494044	1
2	66506576	1
2	66507398	-1
2	66509804	1
2	66513288	1
2	66534829	1
2	66550188	1
2	66555546	-1
2	66557347	-1
2	66559498	-1
2	66567647	1
2	66573190	-1
2	66586717	-1
2	66591997	-1
2	66595333	-1
2	66609511	-1
2	66611128	1
2	66615833	-1
2	66617649	1
2	66619443	-1
2	66622241	-1
2	66622859	-1
2	66626288	1
2	66629115	1
2	66631441	-1
2	66633130	-1
2	66634884	1
2	66638735	-1
2	66640280	1
2	66641655	-1
2	66643358	1
2	66650551	-1
2	66684818	1
2	66700884	1
2	66710312	1
2	66714053	1
2	66719144	1
2	66725030	1
2	66729730	1
2	66733525	1
2	66737621	-1
2	66740028	-1
2	66743771	1
2	66755783	1
2	66758603	-1
2	66759798	-1
2	66762156	1
2	66763019	-1
2	66767191	1
2	66768583	1
2	66781786	-1
2	66788836	-1
2	66790709	1
2	66793329	1
2	66799417	1
2	66814921	1
2	66819832	1
2	66820549	1
2	66824595	-1
2	66862239	-1
2	66867103	1
2	66873112	-1
2	66878359	1
2	66881126	1
2	66887317	1
2	66894390	-1
2	66901545	-1
2	66908842	-1
2	66919835	1
2	66919835	1
2	66925431	1
2	66937744	-1
2	66943625	-1
2	66946536	-1
2	66954462	-1
2	66959066	-1
2	66966666	1
2	66971961	1
2	66975465	-1
2	66982385	-1
2	66992491	1
2	66998406	1
2	67003345	1
2	67005567	-1
2	67020086	1
2	67027672	-1
2	67036222	1
2	67036952	1
2	67043036	1
2	67053606	1
2	67057138	-1
2	67067497	1
2	67075022	1
2	67078405	-1
2	67087395	-1
2	67100254	1
2	67099884	1
2	67103682	1
2	67108850	-1
2	67111023	-1
2	67119890	-1
2	67131163	-1
2	67137989	-1
2	67152771	-1
2	67167214	-1
2	67203955	-1
2	67208789	1
2	67213432	1
2	67224791	-1
2	67231196	-1
2	67237669	1
2	67249886	1
2	67251951	-1
2	67254233	-1
2	67264439	1
2	67276230	-1
2	67282416	-1
2	67289862	1
2	67291249	1
2	67296575	-1
2	67303116	-1
2	67304579	-1
2	67308022	1
2	67314486	1
2	67324010	1
2	67321999	1
2	67330315	1
2	67333042	1
2	67339396	-1
2	67346886	-1
2	67351809	-1
2	67353767	-1
2	67355631	-1
2	67357614	1
2	67363892	1
2	67364858	-1
2	67366771	-1
2	67376620	1
2	67381823	1
2	67384924	1
2	67390921	-1
2	67398765	1
2	67405630	-1
2	67411353	-1
2	67414345	1
2	67419868	1
2	67425000	1
2	67427915	1
2	67427915	1
2	67433270	1
2	67434015	-1
2	67440822	-1
2	67443804	-1
2	67447970	-1
2	67455724	1
2	67468164	-1
2	67478381	1
2	67481737	-1
2	67489658	1
2	67499751	1
2	67505892	-1
2	67508508	1
2	67511843	1
2	67515608	1
2	67519620	1
2	67533575	-1
2	67539240	1
2	67544226	-1
2	67553418	1
2	67557393	1
2	67569619	1
2	67574086	1
2	67574608	1
2	67578592	1
2	67638594	-1
2	67644963	1
2	67652956	-1
2	67657692	-1
2	67665441	-1
2	67677344	1
2	67685150	1
2	67687219	-1
2	67711627	-1
2	67723655	-1
2	67736351	-1
2	67747082	-1
2	67764233	1
2	67766589	-1
2	67772283	1
2	67772283	1
2	67772283	1
2	67785921	1
2	67790886	-1
2	67834719	1
2	67877333	1
2	67884898	1
2	67888815	-1
2	67893765	-1
2	67898592	-1
2	67901286	-1
2	67907493	-1
2	67913578	1
2	67917381	-1
2	67924845	1
2	67936233	1
2	67950288	1
2	67954859	1
2	67958227	1
2	67964793	-1
2	67973534	1
2	67977411	-1
2	67984776	1
2	67989553	-1
2	67996126	1
2	68000880	1
2	68002468	1
2	68006647	-1
2	68019033	1
2	68029764	-1
2	68039059	1
2	68048101	-1
2	68054801	1
2	68064812	1
2	68072140	1
2	68075203	-1
2	68081103	1
2	68085493	-1
2	68087447	-1
2	68095840	1
2	68103773	1
2	68108601	1
2	68110624	-1
2	68114742	-1
2	68118193	-1
2	68127225	-1
2	68146148	1
2	68156982	1
2	68160814	1
2	68165715	1
2	68168186	-1
2	68174750	-1
2	68178609	1
2	68185002	1
2	68188048	1
2	68198270	-1
2	68210802	-1
2	68214946	1
2	68224519	1
2	68228583	-1
2	68228531	-1
2	68232088	1
2	68238431	-1
2	68249907	1
2	68253190	-1
2	68256297	-1
2	68261175	-1
2	68269100	-1
2	68277238	-1
2	68281384	1
2	68290811	1
2	68292019	-1
2	68295897	1
2	68301648	-1
2	68327876	-1
2	68332181	-1
2	68353516	-1
2	68357848	1
2	68361020	-1
2	68371629	1
2	68380353	1
2	68398030	-1
2	68409573	1
2	68415234	1
2	68421209	-1
2	68425010	1
2	68431109	1
2	68434144	-1
2	68440392	-1
2	68442444	-1
2	68446718	1
2	68457988	-1
2	68464585	1
2	68478741	1
2	68485315	1
2	68498330	-1
2	68498330	-1
2	68506767	-1
2	68512626	-1
2	68518346	1
2	68533406	1
2	68535032	-1
2	68540053	-1
2	68547321	-1
2	68555112	1
2	68571587	1
2	68575071	1
2	68580722	-1
2	68591394	-1
2	68591394	-1
2	68604098	-1
2	68611976	-1
2	68622534	1
2	68630091	1
2	68637433	1
2	68642930	1
2	68656511	1
2	68661546	1
2	68667827	1
2	68673679	-1
2	68677558	-1
2	68694488	-1
2	68700124	-1
2	68717871	1
2	68722371	-1
2	68728712	-1
2	68737649	-1
2	68749014	-1
2	68755978	-1
2	68765837	-1
2	68772746	1
2	68783436	-1
2	68792886	1
2	68798184	-1
2	68799274	1
2	68805924	1
2	68853044	1
2	68915675	-1
2	68919266	1
2	68921765	1
2	68924436	-1
2	68929466	-1
2	68947790	1
2	68951616	1
2	68956746	1
2	68957538	1
2	68962608	-1
2	68976437	1
2	68982344	1
2	68984473	1
2	68991148	1
2	69013542	1
2	69031385	1
2	69037888	-1
2	69053769	-1
2	69062163	-1
2	69068835	1
2	69069147	1
2	69073043	-1
2	69073144	-1
2	69079184	-1
2	69082385	-1
2	69088645	-1
2	69089767	1
2	69097432	1
2	69101611	-1
2	69110532	-1
2	69114543	-1
2	69121702	-1
2	69131507	1
2	69134531	1
2	69136379	-1
2	69139051	1
2	69148933	1
2	69148946	1
2	69154180	-1
2	69153592	-1
2	69165297	-1
2	69166727	-1
2	69171244	1
2	69174687	1
2	69179238	1
2	69183057	1
2	69193951	-1
2	69202587	1
2	69206850	1
2	69221644	1
2	69225402	1
2	69231327	1
2	69234567	1
2	69237697	1
2	69242862	-1
2	69244159	-1
2	69255126	1
2	69264069	1
2	69272294	-1
2	69276174	1
2	69281496	1
2	69285239	-1
2	69287858	1
2	69293246	1
2	69298712	1
2	69303136	1
2	69306461	-1
2	69324270	1
2	69326463	-1
2	69332115	1
2	69334695	-1
2	69342435	-1
2	69352745	-1
2	69371130	1
2	69373777	1
2	69383266	-1
2	69426508	-1
2	69431168	1
2	69454079	1
2	69462279	1
2	69476152	1
2	69483360	1
2	69492335	-1
2	69511304	1
2	69526104	1
2	69526104	1
2	69528841	-1
2	69531234	-1
2	69536262	1
2	69548397	-1
2	69563496	-1
2	69582259	1
2	69587843	-1
2	69596565	1
2	69605122	-1
2	69610697	-1
2	69616300	-1
2	69624144	1
2	69626203	1
2	69629707	-1
2	69633091	-1
2	69640788	1
2	69646343	-1
2	69660228	-1
2	69663520	1
2	69666974	1
2	69666505	1
2	69680684	1
2	69685000	-1
2	69698208	-1
2	69702145	-1
2	69707718	1
2	69714094	-1
2	69719402	1
2	69723767	1
2	69728955	1
2	69734193	-1
2	69736392	-1
2	69739756	-1
2	69744084	-1
2	69748513	-1
2	69755757	1
2	69766007	1
2	69794851	1
2	69797884	-1
2	69804804	1
2	69820599	1
2	69823987	-1
2	69836465	1
2	69840532	1
2	69844677	1
2	69856725	1
2	69859975	-1
2	69868463	-1
2	69876506	-1
2	69890749	1
2	69898108	-1
2	69908266	-1
2	69908165	-1
2	69911130	-1
2	69923367	-1
2	69930599	1
2	69929871	1
2	69935358	-1
2	69944230	-1
2	69952376	-1
2	69962252	1
2	69967662	-1
2	69972178	-1
2	69974750	1
2	69978800	-1
2	69984625	1
2	69994435	1
2	70002523	1
2	70008980	-1
2	70011226	1
2	70015336	1
2	70016459	1
2	70020203	1
2	70025748	-1
2	70029581	-1
2	70047833	1
2	70052215	1
2	70059424	1
2	70066776	1
2	70068881	-1
2	70090799	1
2	70090553	1
2	70105809	1
2	70109449	1
2	70114558	-1
2	70117949	-1
2	70121759	-1
2	70128510	-1
2	70146546	-1
2	70176701	1
2	70180391	-1
2	70199445	-1
2	70203192	-1
2	70218122	-1
2	70236768	1
2	70242261	-1
2	70246499	-1
2	70252631	-1
2	70264178	1
2	70271376	1
2	70275569	1
2	70280885	1
2	70290730	1
2	70293691	1
2	70306309	-1
2	70313605	-1
2	70328799	-1
2	70345031	-1
2	70350959	-1
2	70361876	-1
2	70370916	-1
2	70376056	-1
2	70381078	-1
2	70389748	-1
2	70405992	1
2	70413136	-1
2	70414833	-1
2	70427930	-1
2	70438215	-1
2	70442773	-1
2	70447727	-1
2	70454637	1
2	70458003	1
2	70464237	1
2	70471678	-1
2	70477110	1
2	70480849	1
2	70493139	1
2	70497524	1
2	70524751	-1
2	70539656	-1
2	70544344	-1
2	70554860	-1
2	70561085	-1
2	70561455	-1
2	70565751	1
2	70578020	1
2	70582257	1
2	70586724	-1
2	70587516	-1
2	70591765	-1
2	70613279	-1
2	70623196	1
2	70626035	-1
2	70632634	-1
2	70638894	-1
2	70654827	-1
2	70654548	-1
2	70671026	-1
2	70675545	1
2	70688932	-1
2	70694250	-1
2	70703332	1
2	70716870	1
2	70720445	-1
2	70733182	-1
2	70736632	-1
2	70751334	-1
2	70761470	1
2	70764495	-1
2	70770260	-1
2	70784013	1
2	70792376	1
2	70800633	-1
2	70815027	1
2	70826276	1
2	70830437	1
2	70832608	1
2	70850116	1
2	70852301	-1
2	70865607	-1
2	70871247	1
2	70877225	-1
2	70885357	1
2	70886424	1
2	70898875	-1
2	70904612	1
2	70908323	1
2	70913560	-1
2	70926365	-1
2	70935185	-1
2	70942103	-1
2	70947261	-1
2	70948121	-1
2	70948153	-1
2	70959262	-1
2	70965223	1
2	70977620	1
2	70977267	-1
2	70980631	-1
2	70987088	-1
2	70992423	1
2	70999210	1
2	71000351	-1
2	71006707	-1
2	71017206	-1
2	71026783	-1
2	71042475	1
2	71055062	1
2	71060589	-1
2	71063726	-1
2	71066288	-1
2	71068639	1
2	71078643	-1
2	71089482	1
2	71093797	-1
2	71104964	1
2	71114400	-1
2	71119856	-1
2	71124449	1
2	71133785	1
2	71137365	-1
2	71143591	-1
2	71161692	-1
2	71170421	1
2	71181749	-1
2	71191644	1
2	71224860	1
2	71228933	1
2	71235277	1
2	71238888	-1
2	71264040	-1
2	71267744	1
2	71271277	-1
2	71273652	-1
2	71280059	1
2	71284245	1
2	71304744	-1
2	71314903	-1
2	71338227	1
2	71366030	-1
2	71385320	-1
2	71390972	-1
2	71395421	-1
2	71398961	1
2	71401916	1
2	71406906	-1
2	71409956	1
2	71412898	-1
2	71417461	-1
2	71423340	1
2	71427171	1
2	71431768	1
2	71442926	-1
2	71448662	1
2	71455968	-1
2	71457091	1
2	71466075	1
2	71478791	1
2	71483065	1
2	71491088	1
2	71497837	1
2	71499144	1
2	71506148	1
2	71525101	1
2	71529764	-1
2	71541017	-1
2	71548035	-1
2	71549256	1
2	71553724	1
2	71556912	-1
2	71562345	1
2	71572766	-1
2	71581072	1
2	71582078	1
2	71585489	1
2	71591951	1
2	71599191	1
2	71599202	1
2	71607512	1
2	71629710	-1
2	71635214	-1
2	71640961	-1
2	71644749	-1
2	71648614	-1
2	71653552	-1
2	71658322	1
2	71662891	1
2	71663786	1
2	71665453	-1
2	71670460	1
2	71676475	1
2	71685922	1
2	71693878	1
2	71695991	1
2	71702663	1
2	71712031	1
2	71715359	-1
2	71722030	-1
2	71726578	-1
2	71730791	-1
2	71742693	1
2	71742303	1
2	71768785	1
2	71770326	-1
2	71776231	-1
2	71785270	-1
2	71793260	-1
2	71808488	1
2	71821568	1
2	71831352	1
2	71847734	1
2	71875110	1
2	71879771	1
2	71890822	-1
2	71898064	-1
2	71902504	-1
2	71907923	-1
2	71913599	1
2	71916918	-1
2	71921648	1
2	71929157	-1
2	71939752	1
2	71940268	-1
2	71945519	1
2	71952038	-1
2	71972777	1
2	71982234	1
2	71993802	1
2	72002734	1
2	72012056	1
2	72011637	1
2	72019903	-1
2	72029256	1
2	72032001	1
2	72036149	-1
2	72040030	1
2	72049022	-1
2	72052754	1
2	72059663	-1
2	72062814	1
2	72067355	-1
2	72072122	-1
2	72077805	-1
2	72089907	1
2	72094434	1
2	72104732	1
2	72106818	-1
2	72110674	-1
2	72130202	-1
2	72151523	-1
2	72156159	-1
2	72171886	1
2	72187244	-1
2	72195130	1
2	72196822	-1
2	72204836	-1
2	72212073	-1
2	72229526	-1
2	72238696	1
2	72257417	1
2	72263748	-1
2	72275377	1
2	72279914	1
2	72285565	-1
2	72303492	1
2	72311358	-1
2	72311708	-1
2	72329074	1
2	72334531	1
2	72359128	1
2	72367756	1
2	72374551	-1
2	72379887	1
2	72384128	1
2	72399633	-1
2	72404599	1
2	72407297	-1
2	72417848	1
2	72419899	-1
2	72421945	1
2	72426642	1
2	72436260	-1
2	72442952	-1
2	72452907	-1
2	72462580	1
2	72465424	-1
2	72466745	-1
2	72468795	1
2	72474979	1
2	72477845	-1
2	72488578	-1
2	72494678	1
2	72495510	-1
2	72498026	-1
2	72502968	1
2	72506546	1
2	72512672	-1
2	72521681	-1
2	72526683	-1
2	72531861	-1
2	72532612	-1
2	72546498	-1
2	72560983	-1
2	72570280	-1
2	72580962	1
2	72593532	-1
2	72606036	1
2	72611017	1
2	72623590	1
2	72626323	-1
2	72632916	-1
2	72634564	1
2	72635199	1
2	72639429	-1
2	72644344	-1
2	72657756	-1
2	72664294	-1
2	72670161	1
2	72680423	1
2	72680825	1
2	72690952	1
2	72699451	1
2	72698499	1
2	72699470	1
2	72703878	-1
2	72706736	-1
2	72712523	-1
2	72714892	-1
2	72718030	-1
2	72720631	-1
2	72723829	-1
2	72725977	-1
2	72732031	-1
2	72741374	1
2	72745340	-1
2	72752961	-1
2	72761829	-1
2	72770702	1
2	72774077	1
2	72774201	1
2	72777383	1
2	72780975	-1
2	72789922	-1
2	72797589	1
2	72800516	-1
2	72824036	-1
2	72839220	-1
2	72843233	-1
2	72875997	1
2	72879340	1
2	72884007	1
2	72893285	1
2	72897179	1
2	72900184	1
2	72902734	1
2	72902992	1
2	72903315	1
2	72920126	1
2	72927900	1
2	72931160	1
2	72933866	-1
2	72937296	-1
2	72938461	-1
2	72941885	1
2	72955697	1
2	72964423	1
2	72972049	1
2	72973534	1
2	72981372	1
2	72991329	1
2	72992979	1
2	72999687	-1
2	73003731	1
2	73008120	-1
2	73020063	1
2	73025884	-1
2	73051330	1
2	73060123	-1
2	73080292	1
2	73083691	-1
2	73088408	-1
2	73096779	1
2	73102499	1
2	73105765	1
2	73108963	-1
2	73118478	1
2	73126361	1
2	73130569	-1
2	73134954	-1
2	73139537	1
2	73141773	1
2	73143929	1
2	73150175	1
2	73158131	-1
2	73157693	-1
2	73166025	1
2	73165627	1
2	73167671	-1
2	73176024	1
2	73188993	1
2	73194568	-1
2	73205697	-1
2	73211992	-1
2	73221527	1
2	73225607	-1
2	73238978	1
2	73250466	-1
2	73257357	1
2	73277570	1
2	73281452	-1
2	73283222	-1
2	73285575	-1
2	73298528	1
2	73302958	1
2	73308111	-1
2	73316452	1
2	73320567	1
2	73332505	1
2	73344943	-1
2	73350881	1
2	73366612	1
2	73372416	1
2	73380193	-1
2	73391490	1
2	73398357	1
2	73402451	1
2	73408017	-1
2	73412879	-1
2	73414460	1
2	73420069	1
2	73422411	-1
2	73429797	-1
2	73430124	-1
2	73433154	-1
2	73454709	1
2	73462177	-1
2	73471543	1
2	73477412	-1
2	73491908	1
2	73495242	-1
2	73500287	1
2	73507766	1
2	73511701	1
2	73520453	1
2	73520216	1
2	73526484	1
2	73531925	1
2	73538662	1
2	73545852	1
2	73556579	-1
2	73562907	-1
2	73572561	1
2	73578086	-1
2	73584243	1
2	73586969	1
2	73595877	1
2	73599263	1
2	73609384	1
2	73615123	1
2	73619098	-1
2	73626868	1
2	73634789	1
2	73639219	1
2	73649012	-1
2	73655892	-1
2	73659336	-1
2	73659352	-1
2	73664028	-1
2	73664136	-1
2	73664028	-1
2	73676845	-1
2	73685148	-1
2	73688508	1
2	73689436	-1
2	73705170	1
2	73708336	1
2	73714819	-1
2	73728655	1
2	73739572	-1
2	73744810	-1
2	73756186	-1
2	73758069	-1
2	73762453	-1
2	73770810	-1
2	73777684	1
2	73780738	1
2	73787672	1
2	73786509	1
2	73792844	-1
2	73798020	-1
2	73820639	1
2	73840745	1
2	73842813	-1
2	73845930	-1
2	73870205	1
2	73893329	-1
2	73901778	-1
2	73965189	1
2	73977467	-1
2	73988451	-1
2	73991912	1
2	73999125	1
2	74008032	-1
2	74010349	1
2	74014150	1
2	74015471	1
2	74017262	1
2	74020659	-1
2	74028723	1
2	74030434	1
2	74035574	1
2	74039458	1
2	74060654	1
2	74069373	-1
2	74080101	-1
2	74082410	-1
2	74085523	1
2	74092068	1
2	74097877	1
2	74099722	1
2	74105493	1
2	74111149	1
2	74115520	1
2	74119185	-1
2	74122512	1
2	74128685	-1
2	74135255	-1
2	74142650	-1
2	74146351	-1
2	74149865	-1
2	74156802	-1
2	74158611	1
2	74160572	-1
2	74161285	-1
2	74167346	-1
2	74170747	-1
2	74172787	1
2	74178763	-1
2	74184704	-1
2	74192700	-1
2	74209604	1
2	74213030	1
2	74214447	-1
2	74226972	1
2	74231374	-1
2	74232797	1
2	74237722	-1
2	74249916	1
2	74254323	1
2	74256992	1
2	74260862	1
