Transcript start (bp)	Chromosome/scaffold name	Transcript end (bp)	Strand	Gene start (bp)	Gene end (bp)
3619846	2	3620409	-1	3619846	3620409
3646036	2	3646548	-1	3646036	3646548
3658894	2	3659469	-1	3658894	3659469
3685726	2	3687446	1	3685726	3687446
3698825	2	3700182	1	3698825	3700182
3723950	2	3724207	1	3723950	3724207
3724427	2	3734754	-1	3724427	3734754
3737358	2	3738864	1	3737358	3738864
3739626	2	3741413	-1	3739626	3741413
3745009	2	3747068	-1	3745009	3747068
3767477	2	3770831	1	3767477	3770831
3771330	2	3773294	-1	3771330	3773294
3774995	2	3775609	1	3774995	3775609
3779229	2	3780144	-1	3779229	3780144
3788832	2	3789941	1	3788832	3789941
3799962	2	3800501	1	3799962	3800501
3801204	2	3802782	-1	3801204	3802782
3819093	2	3822453	1	3819093	3822453
3822993	2	3824366	1	3822993	3824366
3827536	2	3834065	1	3827536	3834065
3856833	2	3865295	1	3856833	3865295
3868544	2	3869414	1	3868544	3869414
3870547	2	3873411	1	3870547	3873411
3874540	2	3876840	-1	3874540	3876840
3878540	2	3880993	-1	3878540	3880993
3889594	2	3890732	-1	3889594	3890732
3895740	2	3898496	-1	3895740	3898496
3904032	2	3906699	-1	3904032	3906699
3911724	2	3912425	1	3911724	3912425
3912678	2	3912863	1	3912678	3912863
3915581	2	3917337	-1	3915581	3917337
3918461	2	3920035	-1	3918461	3920035
3928116	2	3929735	-1	3928116	3929735
3933553	2	3935949	-1	3933553	3935949
3942713	2	3948170	-1	3942713	3948170
3949285	2	3954691	-1	3949285	3954691
3961755	2	3962333	1	3961755	3962333
3966929	2	3967998	-1	3966929	3967998
3973523	2	3977723	1	3973523	3977723
3987762	2	3993095	1	3987762	3993095
3987762	2	3993095	1	3987762	3993095
3996622	2	3997689	-1	3996622	3997689
4000552	2	4005886	1	4000552	4005886
4006649	2	4007863	1	4006649	4007863
4015369	2	4016475	-1	4015369	4016475
4018056	2	4019416	-1	4018056	4019416
4022902	2	4024350	-1	4022902	4024350
4031952	2	4033404	1	4031952	4033404
4039144	2	4040200	-1	4039144	4040200
4046343	2	4047966	-1	4046343	4047966
4055221	2	4056561	-1	4055221	4056561
4057144	2	4063533	-1	4057144	4063533
4068975	2	4082851	1	4068975	4082851
4083476	2	4099761	-1	4083476	4099761
4083476	2	4099761	-1	4083476	4099761
4102985	2	4105032	1	4102985	4105032
4106769	2	4113810	-1	4106769	4113810
4115195	2	4120227	-1	4115195	4120227
4121593	2	4132744	-1	4121593	4132744
4121593	2	4132744	-1	4121593	4132744
4136217	2	4140719	-1	4136217	4140719
4145024	2	4147226	1	4145024	4147249
4145024	2	4147249	1	4145024	4147249
4147328	2	4154670	-1	4147328	4154670
4160245	2	4164676	1	4160245	4164676
4164935	2	4168660	-1	4164935	4168660
4173472	2	4180737	-1	4173472	4180737
4186308	2	4187220	-1	4186308	4187220
4191466	2	4195323	-1	4191466	4195323
4210330	2	4211199	1	4210330	4211199
4217415	2	4220115	1	4217415	4220115
4223491	2	4224285	1	4223491	4224285
4228371	2	4228586	-1	4228371	4228586
4233272	2	4233876	1	4233272	4233876
4242038	2	4243239	-1	4242038	4243239
4245795	2	4247705	-1	4245795	4247705
4256488	2	4257218	1	4256488	4257218
4262919	2	4264145	-1	4262919	4264145
4269633	2	4273497	1	4269633	4273497
4283726	2	4287550	1	4283726	4287550
4288179	2	4295402	-1	4288179	4295402
4296212	2	4306762	-1	4296212	4306762
4300936	2	4306762	-1	4296212	4306762
4321584	2	4328217	1	4321584	4328217
4328360	2	4338839	-1	4328360	4338839
4347672	2	4352129	1	4347672	4352129
4360603	2	4363364	-1	4360603	4363528
4360603	2	4363528	-1	4360603	4363528
4366701	2	4371498	1	4366701	4371498
4372546	2	4373965	1	4372546	4373965
4376629	2	4377866	1	4376629	4377866
4378871	2	4380601	-1	4378871	4380601
4381897	2	4382895	-1	4381897	4382895
4383018	2	4387609	-1	4383018	4387609
4383018	2	4387609	-1	4383018	4387609
4390494	2	4392601	1	4390494	4392601
4392808	2	4396800	-1	4392808	4396800
4442387	2	4443022	1	4442387	4443022
4446575	2	4446700	1	4446575	4446700
4454581	2	4454715	1	4454581	4454715
4493843	2	4496046	1	4493843	4496046
4496638	2	4500188	-1	4496638	4500188
4503774	2	4505833	-1	4503774	4505833
4510147	2	4515952	1	4510147	4515952
4510147	2	4515952	1	4510147	4515952
4532865	2	4533387	-1	4532865	4533387
4574033	2	4575004	-1	4574033	4575004
4603187	2	4605941	-1	4603187	4605941
4613537	2	4614399	1	4613537	4614399
4624785	2	4630510	1	4624785	4630510
4639617	2	4640563	1	4639617	4640563
4647057	2	4650105	-1	4647057	4650105
4659994	2	4666931	1	4659994	4666931
4671465	2	4673742	1	4671465	4673742
4681898	2	4682794	1	4681898	4682794
4683206	2	4685313	1	4683206	4685313
4685954	2	4687002	1	4685954	4687002
4694625	2	4695112	1	4694625	4695112
4697741	2	4699941	-1	4697741	4699941
4703169	2	4706215	-1	4703169	4706215
4717499	2	4721281	1	4717499	4721281
4725577	2	4725783	1	4725577	4725783
4725792	2	4726138	1	4725792	4726138
4739776	2	4741626	1	4739776	4741626
4746355	2	4747910	-1	4746355	4747963
4746355	2	4747963	-1	4746355	4747963
4753198	2	4754293	1	4753198	4754293
4754660	2	4760542	-1	4754660	4760542
4761724	2	4762550	1	4761724	4762550
4764840	2	4765696	1	4764840	4765696
4778015	2	4782644	-1	4778015	4782644
4798111	2	4799862	-1	4798111	4799862
4825477	2	4830724	1	4825477	4830724
4832734	2	4834333	-1	4832734	4834333
4853755	2	4857409	1	4853755	4857409
4857664	2	4860489	-1	4857664	4860489
4858824	2	4860489	-1	4857664	4860489
4861139	2	4863615	-1	4861139	4863615
4866587	2	4869925	1	4866587	4869925
4866587	2	4869744	1	4866587	4869925
4876166	2	4876589	-1	4876166	4876589
4879562	2	4883256	1	4879562	4883256
4884457	2	4887228	-1	4884457	4887228
4898410	2	4899475	1	4898410	4899475
4902348	2	4912593	1	4902348	4912593
4912745	2	4916856	-1	4912745	4916856
4933426	2	4937972	1	4933426	4937972
4942979	2	4945325	1	4942979	4945325
4947752	2	4948745	-1	4947752	4948745
4951692	2	4952260	-1	4951692	4952260
4962645	2	4963032	-1	4962645	4963032
4979613	2	4979969	1	4979613	4979969
4985584	2	4987791	1	4985584	4987791
5002684	2	5003268	1	5002684	5003268
5008054	2	5013501	1	5008054	5013501
5016786	2	5019517	1	5016786	5019517
5021123	2	5021515	-1	5021123	5021515
5021746	2	5023761	-1	5021746	5023761
5025376	2	5029321	-1	5025376	5029337
5025376	2	5029321	-1	5025376	5029337
5025376	2	5029337	-1	5025376	5029337
5049220	2	5051205	-1	5049220	5051205
5066047	2	5067250	1	5066047	5067250
5070104	2	5073400	-1	5070104	5073400
5081764	2	5082129	-1	5081764	5082129
5089769	2	5090398	1	5089769	5090398
5129864	2	5131825	-1	5129864	5131825
5137761	2	5141208	-1	5137761	5141208
5144805	2	5145913	1	5144805	5145913
5165892	2	5168446	1	5165892	5168446
5165892	2	5168446	1	5165892	5168446
5169697	2	5171295	-1	5169697	5171295
5183638	2	5186244	1	5183638	5186244
5187180	2	5189734	-1	5187180	5189734
5227966	2	5230293	1	5227966	5230293
5234031	2	5238159	1	5234031	5238159
5239970	2	5241049	-1	5239970	5241049
5243834	2	5246881	-1	5243834	5246881
5249737	2	5253302	1	5249737	5253302
5258025	2	5261823	1	5258025	5261823
5267407	2	5268396	1	5267407	5268396
5269629	2	5272817	1	5269629	5272817
5275678	2	5277481	1	5275678	5277481
5280279	2	5285613	-1	5280279	5285613
5287724	2	5289775	1	5287724	5289775
5296701	2	5298713	-1	5296701	5298713
5311838	2	5312917	1	5311838	5312917
5314750	2	5316158	-1	5314750	5316158
5320981	2	5322577	1	5320981	5322577
5325390	2	5326756	-1	5325390	5326756
5326907	2	5328296	-1	5326907	5328296
5336356	2	5337695	-1	5336356	5337695
5340156	2	5342412	1	5340156	5342412
5388406	2	5394180	1	5388406	5394180
5395748	2	5398994	-1	5395748	5398994
5404158	2	5407024	-1	5404158	5407024
5419774	2	5424914	1	5419774	5424914
5429604	2	5430112	1	5429604	5430112
5436792	2	5437305	1	5436792	5437305
5443142	2	5443768	-1	5443142	5443768
5447246	2	5447788	-1	5447246	5447788
5448545	2	5448944	1	5448545	5448944
5450800	2	5452778	-1	5450800	5452778
5469565	2	5470916	1	5469565	5470916
5472453	2	5484548	1	5472453	5484548
5494644	2	5497606	-1	5494644	5497606
5504147	2	5508081	-1	5504147	5508081
5509289	2	5516060	-1	5509289	5516060
5518411	2	5524571	-1	5518411	5524571
5541268	2	5541753	-1	5541268	5541753
5542053	2	5542559	-1	5542053	5542559
5548907	2	5552510	1	5548907	5552510
5555548	2	5556498	1	5555548	5556498
5560672	2	5561545	1	5560672	5561545
5561786	2	5561914	1	5561786	5561914
5563381	2	5564647	1	5563381	5564647
5567157	2	5567369	1	5567157	5567369
5570757	2	5579770	1	5570757	5579770
5582201	2	5584358	1	5582201	5584358
5591003	2	5591359	1	5591003	5591359
5599852	2	5600552	-1	5599852	5600552
5617307	2	5619542	-1	5617307	5619542
5628983	2	5629764	-1	5628983	5629764
5633851	2	5634778	-1	5633851	5634778
5639123	2	5641822	-1	5639123	5641822
5651661	2	5657700	1	5651661	5657700
5659100	2	5661781	1	5659100	5661781
5664206	2	5671628	1	5664206	5671661
5664206	2	5671661	1	5664206	5671661
5673550	2	5675143	1	5673550	5675143
5677058	2	5680277	1	5677058	5680277
5688163	2	5688733	-1	5688163	5688733
5692501	2	5694547	-1	5692501	5694547
5697945	2	5699093	-1	5697945	5699093
5706383	2	5707606	-1	5706383	5707606
5711291	2	5712017	1	5711291	5712017
5713263	2	5715541	-1	5713263	5715541
5727604	2	5728761	-1	5727604	5728761
5731536	2	5732828	-1	5731536	5732828
5734227	2	5734382	-1	5734227	5734382
5743105	2	5744703	-1	5743105	5744703
5759479	2	5760046	1	5759479	5760046
5764426	2	5765965	-1	5764426	5765965
5782028	2	5785242	-1	5782028	5785242
5787403	2	5789085	-1	5787403	5789085
5791192	2	5793140	-1	5791192	5793140
5809278	2	5810592	-1	5809278	5810592
5822404	2	5823657	-1	5822404	5823657
5826923	2	5828108	-1	5826923	5828108
5831148	2	5838497	-1	5831148	5838497
5840995	2	5841177	-1	5840995	5841177
5841301	2	5843018	-1	5841301	5843018
5848291	2	5852556	-1	5848291	5852556
5858863	2	5863519	1	5858863	5863519
5873178	2	5874071	1	5873178	5874071
5883582	2	5884901	1	5883582	5884901
5898344	2	5899658	1	5898344	5899658
5909761	2	5911536	1	5909761	5911536
5920008	2	5921327	1	5920008	5921327
5929112	2	5931366	-1	5929112	5931366
5941451	2	5944405	-1	5941451	5944405
5984966	2	5985214	-1	5984966	5985214
5985230	2	5987385	-1	5985230	5987385
5997121	2	6005181	-1	5997121	6005181
6018898	2	6021433	1	6018898	6021433
6022710	2	6024285	1	6022710	6024285
6026487	2	6030410	1	6026487	6030410
6032690	2	6032845	1	6032690	6032845
6037053	2	6040139	1	6037053	6040139
6041424	2	6042260	-1	6041424	6042260
6045024	2	6045774	-1	6045024	6045774
6049778	2	6056744	1	6049778	6056744
6057348	2	6062962	-1	6057348	6062962
6074793	2	6080461	-1	6074793	6080461
6083239	2	6084246	1	6083239	6084246
6101576	2	6103528	1	6101576	6103528
6112366	2	6115658	-1	6112366	6115658
6123256	2	6124994	-1	6123256	6124994
6128637	2	6128903	-1	6128637	6128903
6132015	2	6132980	1	6132015	6132980
6133127	2	6133501	1	6133127	6133501
6141321	2	6141677	1	6141321	6141677
6148618	2	6154392	-1	6148618	6154392
6174218	2	6175919	-1	6174218	6175919
6191656	2	6192261	-1	6191656	6192261
6195674	2	6198019	-1	6195674	6198019
6217464	2	6218298	-1	6217464	6218298
6223937	2	6228897	1	6223937	6228897
6234199	2	6235835	-1	6234199	6235835
6239560	2	6246310	-1	6239560	6246310
6249089	2	6249860	1	6249089	6249860
6250923	2	6251627	1	6250923	6251627
6252478	2	6253319	1	6252478	6253319
6258354	2	6259858	1	6258354	6259858
6284432	2	6287006	1	6284432	6287006
6312717	2	6313598	1	6312717	6313598
6322329	2	6324446	-1	6322329	6324446
6336975	2	6343207	1	6336975	6343207
6369018	2	6371140	1	6369018	6371140
6394023	2	6395769	1	6394023	6395769
6410354	2	6412376	-1	6410354	6412376
6414831	2	6419274	-1	6414831	6419274
6463619	2	6469527	1	6463619	6469527
6471825	2	6473012	1	6471825	6473012
6473559	2	6478639	-1	6473559	6478639
6482952	2	6489780	-1	6482952	6489780
6491179	2	6491754	-1	6491179	6491754
6492024	2	6493260	-1	6492024	6493260
6497632	2	6499300	1	6497632	6499300
6511082	2	6513000	1	6511082	6513000
6532340	2	6533172	-1	6532340	6533172
6537983	2	6542256	-1	6537983	6542256
6555484	2	6556842	-1	6555484	6556842
6572352	2	6573326	-1	6572352	6573326
6587719	2	6590023	1	6587719	6590023
6598945	2	6599428	1	6598945	6599428
6606321	2	6608383	1	6606321	6608383
6617151	2	6631327	1	6617151	6631327
6637096	2	6637320	-1	6637096	6637320
6643084	2	6645074	-1	6643084	6645074
6643084	2	6645074	-1	6643084	6645074
6647947	2	6650204	1	6647947	6650204
6650504	2	6650689	1	6650504	6650689
6666220	2	6672572	1	6666220	6672572
6677111	2	6677305	1	6677111	6677305
6692804	2	6694564	-1	6692804	6694564
6698292	2	6698743	1	6698292	6698743
6699870	2	6701362	-1	6699870	6701362
6702459	2	6704171	-1	6702459	6704171
6709471	2	6715272	-1	6709471	6715272
6717752	2	6718730	1	6717752	6718730
6747280	2	6752534	1	6747280	6752534
6755874	2	6758667	1	6755874	6758667
6759428	2	6766304	-1	6759428	6766304
6770372	2	6772791	-1	6770372	6772791
6773694	2	6774053	-1	6773694	6774053
6779189	2	6784716	1	6779189	6784716
6794202	2	6798029	1	6794202	6798029
6802238	2	6802579	-1	6802238	6802579
6805688	2	6808934	-1	6805688	6808934
6810247	2	6812784	-1	6810247	6812784
6819174	2	6822023	-1	6819174	6822023
6825620	2	6825967	-1	6825620	6825967
6829270	2	6833709	-1	6829270	6833709
6839838	2	6844322	-1	6839838	6844322
6846851	2	6850910	-1	6846851	6850910
6846851	2	6850910	-1	6846851	6850910
6872328	2	6873350	-1	6872328	6873350
6925966	2	6927207	1	6925966	6927207
6927726	2	6929814	1	6927726	6929814
6930770	2	6931786	1	6930770	6931786
6975709	2	6979130	-1	6975709	6979130
6983879	2	6986077	-1	6983879	6986077
7001229	2	7005137	-1	7001229	7005137
7012705	2	7014703	1	7012705	7014703
7017310	2	7018578	-1	7017310	7018578
7019351	2	7026503	-1	7019351	7026503
7035372	2	7035584	-1	7035372	7035584
7037233	2	7038930	-1	7037233	7038930
7039443	2	7041323	-1	7039443	7041323
7048805	2	7049938	-1	7048805	7049938
7065276	2	7067165	-1	7065276	7067165
7090700	2	7091920	-1	7090700	7091920
7100123	2	7103454	1	7100123	7103454
7106826	2	7114986	1	7106826	7114986
7120070	2	7120606	-1	7120070	7120606
7120804	2	7120956	1	7120804	7120956
7125787	2	7133032	1	7125787	7133032
7135299	2	7135745	1	7135299	7135745
7140702	2	7142288	1	7140702	7142288
7146836	2	7147042	-1	7146836	7147042
7148336	2	7148959	-1	7148336	7148959
7152917	2	7157993	-1	7152917	7157993
7152917	2	7157419	-1	7152917	7157993
7160147	2	7165709	-1	7160147	7165709
7171253	2	7172051	-1	7171253	7172051
7190050	2	7190799	1	7190050	7190799
7202714	2	7203100	-1	7202714	7203100
7211954	2	7212349	-1	7211954	7212349
7217270	2	7220829	1	7217270	7220829
7237904	2	7255901	1	7237904	7255901
7260998	2	7273461	-1	7260998	7273461
7260998	2	7273461	-1	7260998	7273461
7274220	2	7277920	-1	7274220	7277920
7286631	2	7287527	1	7286631	7287527
7290075	2	7290611	1	7290075	7290611
7324118	2	7328009	-1	7324118	7328009
7331702	2	7332761	-1	7331702	7332761
7334206	2	7341342	-1	7334206	7341342
7345083	2	7354885	-1	7345083	7354885
7357481	2	7360609	1	7357481	7360609
7377705	2	7378180	1	7377705	7378180
7380096	2	7384610	-1	7380096	7384610
7390504	2	7395629	1	7390504	7395629
7396176	2	7397726	1	7396176	7397726
7398604	2	7404609	1	7398604	7404609
7398724	2	7404609	1	7398724	7404609
7420755	2	7424347	1	7420755	7424347
7465134	2	7467056	-1	7465134	7467056
7540023	2	7541254	1	7540023	7541254
7550204	2	7557171	-1	7550204	7557171
7557635	2	7558585	-1	7557635	7558585
7591322	2	7591918	1	7591322	7591918
7603209	2	7605904	-1	7603209	7605904
7675765	2	7677812	-1	7675765	7677812
7679645	2	7679809	-1	7679645	7679809
7686539	2	7688924	-1	7686539	7688924
7692119	2	7694863	-1	7692119	7694863
7695982	2	7696389	-1	7695982	7696389
7704464	2	7706429	1	7704464	7706429
7708015	2	7710848	-1	7708015	7710848
7714234	2	7717116	-1	7714234	7717116
7731173	2	7733010	1	7731173	7733010
7739045	2	7739837	-1	7739045	7739837
7743379	2	7745291	-1	7743379	7745291
7762124	2	7765623	1	7762124	7765623
7767872	2	7770960	1	7767872	7770960
7772056	2	7772343	1	7772056	7772343
7777387	2	7780650	1	7777387	7780650
7790958	2	7794242	1	7790958	7794242
7796644	2	7799883	1	7796644	7799883
7822401	2	7828589	1	7822401	7828589
7835733	2	7839721	1	7835733	7839721
7843063	2	7848593	-1	7843063	7848593
7857201	2	7858373	1	7857201	7858373
7861864	2	7865836	-1	7861864	7865836
7904523	2	7908055	1	7904523	7908055
7908674	2	7913650	-1	7908674	7913650
7914168	2	7919083	-1	7914168	7919083
7929484	2	7934165	1	7929484	7934165
7966105	2	7973676	1	7966105	7973676
7991033	2	7997692	1	7991033	7997692
7999937	2	8000619	1	7999937	8000619
8003227	2	8008714	1	8003227	8008714
8013599	2	8013724	-1	8013599	8013724
8016229	2	8017203	1	8016229	8017203
8038432	2	8046331	-1	8038432	8046331
8038432	2	8046331	-1	8038432	8046331
8048758	2	8053037	-1	8048758	8053037
8062366	2	8064225	1	8062366	8064225
8065574	2	8071475	-1	8065574	8071475
8073118	2	8079485	1	8073118	8079485
8088563	2	8089348	-1	8088563	8089348
8093443	2	8097319	-1	8093443	8097319
8105778	2	8106215	-1	8105778	8106215
8108037	2	8108483	-1	8108037	8108483
8116427	2	8117316	-1	8116427	8117316
8142408	2	8143680	1	8142408	8143680
8148964	2	8152985	-1	8148964	8152985
8148964	2	8152985	-1	8148964	8152985
8155638	2	8158772	1	8155638	8158772
8160699	2	8163694	1	8160699	8163694
8167874	2	8168797	1	8167874	8168797
8175401	2	8178961	1	8175401	8178961
8180639	2	8182252	1	8180639	8182252
8188040	2	8188471	1	8188040	8188471
8191626	2	8192081	-1	8191626	8192081
8231742	2	8233493	1	8231742	8233493
8235656	2	8238352	-1	8235656	8238352
8247304	2	8252511	1	8247304	8252511
8255386	2	8255934	1	8255386	8255934
8258007	2	8260499	1	8258007	8260499
8262828	2	8263430	1	8262828	8263430
8271461	2	8272253	-1	8271461	8272253
8284480	2	8285319	-1	8284480	8285319
8290672	2	8291352	-1	8290672	8291352
8426979	2	8427267	-1	8426979	8427267
8429057	2	8429473	1	8429057	8429473
8429661	2	8430877	1	8429661	8430877
8438142	2	8439329	1	8438142	8439329
8448087	2	8449070	-1	8448087	8449070
8450388	2	8451464	1	8450388	8451464
8463517	2	8464942	1	8463517	8464942
8477598	2	8479751	-1	8477598	8479751
8488543	2	8488674	-1	8488543	8488674
8502047	2	8502787	1	8502047	8502787
8530200	2	8530961	1	8530200	8530961
8538795	2	8540822	-1	8538795	8540822
8556108	2	8556725	1	8556108	8556725
8559868	2	8560593	1	8559868	8560593
8580234	2	8580665	-1	8580234	8580665
8596466	2	8598394	-1	8596466	8598394
8611121	2	8611624	1	8611121	8611624
8628933	2	8629205	1	8628933	8629205
8645912	2	8654651	1	8645912	8654651
8677029	2	8678627	-1	8677029	8678627
8681506	2	8687026	-1	8681506	8687026
8688530	2	8692280	-1	8688530	8692280
8693663	2	8695648	-1	8693663	8695648
8698550	2	8698984	-1	8698550	8698984
8699468	2	8700353	-1	8699468	8700353
8700547	2	8700702	-1	8700547	8700702
8705629	2	8726652	-1	8705629	8726652
8729731	2	8730473	-1	8729731	8730473
8732089	2	8733442	-1	8732089	8733442
8737439	2	8738751	1	8737439	8738751
8746105	2	8750369	1	8746105	8750369
8812137	2	8812613	1	8812137	8812613
8819718	2	8820227	-1	8819718	8820227
8822977	2	8826508	1	8822977	8826508
8844495	2	8845505	-1	8844495	8845505
8855224	2	8855764	-1	8855224	8855764
8872824	2	8875274	-1	8872824	8875274
8872824	2	8875274	-1	8872824	8875274
8877578	2	8878047	-1	8877578	8878047
8882105	2	8883370	-1	8882105	8883370
8898230	2	8901050	-1	8898230	8901050
8908023	2	8911069	1	8908023	8911069
8913910	2	8917295	1	8913910	8917295
8920008	2	8922469	-1	8920008	8922469
8932325	2	8937898	-1	8932269	8937898
8932325	2	8937898	-1	8932269	8937898
8932269	2	8937898	-1	8932269	8937898
