# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
1	49538588	1
1	49538588	1
1	49538588	1
1	7174321	-1
4	10238	-1
4	10238	-1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
9	5916715	1
6	32144416	-1
6	32144416	-1
6	32144416	-1
1	72057997	-1
10	60749153	-1
10	60749153	-1
10	60749153	-1
10	60749153	-1
10	60749153	-1
10	60749153	-1
2	8944129	-1
2	8944129	-1
2	8944129	-1
2	8944129	-1
2	8944129	-1
7	61705744	-1
10	5996455	-1
10	5996455	-1
1	17991687	-1
1	17991687	-1
7	7723871	-1
2	71224860	1
2	71224860	1
6	41858614	-1
6	41858614	-1
6	41858614	-1
6	41858614	-1
6	41858614	-1
6	41858614	-1
3	60000027	1
3	60000027	1
5	48479123	-1
9	54864864	-1
9	54864864	-1
3	70732244	-1
4	41691613	1
4	57700195	-1
1	65423793	-1
1	65423793	-1
1	65423793	-1
1	65423793	-1
1	65423793	-1
1	65423793	-1
1	65423793	-1
4	9391354	1
4	9391354	1
4	9391354	1
9	7620684	-1
9	7620684	-1
9	7620684	-1
9	7620684	-1
9	7620684	-1
9	7620684	-1
9	7620684	-1
10	53232638	1
4	55416337	-1
4	55416337	-1
4	55416337	-1
4	55416337	-1
7	4585903	1
3	2175198	1
3	73300798	1
3	73300798	1
3	73300798	1
1	15307055	-1
10	4249769	-1
6	50595642	1
6	50595642	1
6	50595642	1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60049356	-1
2	9094569	-1
2	9094569	-1
1	22589866	1
3	67261551	-1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
7	62172891	1
1	13177549	1
1	13177549	1
1	13177549	1
1	13177549	1
1	13177549	1
1	48734226	1
1	48734226	1
1	48734226	1
1	54330312	1
1	54330312	1
1	54330312	1
1	54330312	1
1	54330312	1
1	54330312	1
10	14079413	-1
2	64033525	1
2	64033525	1
2	64033525	1
2	64033525	1
2	64033525	1
2	64033525	1
3	65588296	1
3	65588296	1
3	65588296	1
3	65588296	1
3	65588296	1
3	65588296	1
3	65588296	1
3	65588296	1
10	11287527	1
10	11287527	1
10	11287527	1
10	11287527	1
8	2572548	1
8	2572548	1
10	5868472	1
2	69742738	-1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
1	69735520	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
2	77578419	-1
4	63793862	1
4	63793862	1
4	63793862	1
4	63793862	1
4	63793862	1
8	51816149	-1
6	38335019	1
6	38335019	1
6	38335019	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	27042939	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
1	52055097	1
5	58848848	1
4	62847177	1
4	62847177	1
4	62847177	1
1	56962211	1
1	56962211	1
1	56962211	1
1	56962211	1
4	59088808	-1
6	54927759	1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
6	48335682	-1
2	72973534	1
3	59274912	1
3	59274912	1
3	59274912	1
3	59274912	1
3	59274912	1
3	59274912	1
1	71666833	-1
1	71666833	-1
1	71666833	-1
1	71666833	-1
1	71666833	-1
1	71666833	-1
6	53913055	-1
6	53913055	-1
6	53913055	-1
6	53913055	-1
6	53913055	-1
6	53913055	-1
1	73249198	1
1	73249198	1
1	73249198	1
1	73249198	1
1	73249198	1
1	73249198	1
7	54436964	-1
7	54436964	-1
3	50922456	-1
8	4328254	-1
8	4328254	-1
10	9556566	-1
10	9556566	-1
1	18678059	-1
1	18678059	-1
1	18678059	-1
1	18678059	-1
1	18678059	-1
1	2854694	1
1	2854694	1
1	2854694	1
1	2854694	1
10	51998872	1
10	51998872	1
10	51998872	1
10	51998872	1
7	1316483	1
7	1316483	1
7	1316483	1
4	10432823	1
4	10432823	1
4	10432823	1
4	10432823	1
4	10432823	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	49358975	1
9	55561951	-1
4	67473721	1
4	67473721	1
3	15861947	1
3	15861947	1
3	9564826	-1
3	9564826	-1
3	9564826	-1
3	9564826	-1
3	9564826	-1
6	4954107	1
6	4954107	1
10	1460270	1
10	1460270	1
10	1460270	1
6	52762220	1
6	52762220	1
6	52762220	1
6	52762220	1
8	50760963	-1
6	28133351	1
1	23118400	1
1	23118400	1
3	45335348	-1
3	45335348	-1
6	47099159	-1
6	47099159	-1
6	47099159	-1
6	47099159	-1
6	47099159	-1
6	55328376	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
8	44018095	1
2	66757791	-1
6	41219449	-1
6	41219449	-1
6	41219449	-1
10	9254534	1
10	57488476	1
4	48326078	1
5	3636132	-1
3	63521775	1
3	70886690	-1
3	70886690	-1
3	70886690	-1
1	71379916	1
1	71379916	1
1	71379916	1
1	71379916	1
1	71379916	1
1	53531630	-1
1	53531630	-1
1	53531630	-1
4	3696447	-1
1	14690049	1
1	14690049	1
1	14690049	1
2	1984762	1
7	49675704	1
7	49675704	1
7	49675704	1
7	49675704	1
7	49675704	1
7	49675704	1
7	49675704	1
10	6989138	1
2	77390575	1
2	77390575	1
2	77390575	1
2	77390575	1
2	77390575	1
1	31755972	-1
2	75155993	1
10	8872150	1
3	71704779	-1
3	71704779	-1
3	71704779	-1
3	4802769	1
3	4802769	1
3	4802769	1
3	4802769	1
6	60798830	-1
6	60798830	-1
6	60798830	-1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
2	53032850	1
6	44599035	1
6	44599035	1
6	44599035	1
1	50385570	-1
9	45137278	-1
9	45137278	-1
9	45137278	-1
9	49412348	1
4	12556912	1
4	12556912	1
4	12556912	1
4	12556912	1
3	28873701	-1
4	57696138	-1
4	57696138	-1
2	73640686	-1
2	73640686	-1
2	73640686	-1
8	10087871	1
8	10087871	1
2	54590416	1
6	57844648	1
6	57844648	1
6	57844648	1
6	57844648	1
6	54552846	1
6	54552846	1
6	54552846	1
4	5570677	-1
4	5570677	-1
4	5570677	-1
4	5570677	-1
3	7609689	-1
3	7609689	-1
3	7609689	-1
3	7609689	-1
3	7609689	-1
2	69476152	1
2	69476152	1
2	69476152	1
2	69476152	1
2	69476152	1
4	63931577	-1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	55084514	1
8	15288354	-1
10	239838	-1
10	239838	-1
10	239838	-1
10	239838	-1
10	239838	-1
10	4933421	1
10	4933421	1
10	4933421	1
10	4933421	1
1	12082168	1
1	12082168	1
1	12082168	1
3	4027180	1
4	3675700	-1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
1	46062914	1
4	5253550	-1
4	5253550	-1
1	45790808	-1
1	45790808	-1
1	45790808	-1
9	14529316	-1
9	14529316	-1
9	14529316	-1
9	14529316	-1
1	2321281	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
1	1359998	1
8	7434720	-1
3	4695535	1
3	4695535	1
3	4695535	1
3	4695535	1
3	4695535	1
3	4695535	1
3	4695535	1
3	4695535	1
2	63527190	1
2	63527190	1
2	63527190	1
2	63527190	1
2	63527190	1
2	63527190	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
10	1537903	1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
3	18805627	-1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
6	52842869	1
7	52484703	-1
7	52484703	-1
7	52484703	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
5	17307651	-1
3	1952977	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	65806396	1
1	62298955	1
1	56147803	-1
1	24787055	-1
9	4084622	1
1	600180	-1
3	65310051	-1
3	65310051	-1
3	65310051	-1
3	65310051	-1
3	65310051	-1
3	17342269	-1
3	17342269	-1
3	17342269	-1
10	58266199	-1
5	5172889	1
5	5172889	1
1	63553867	1
10	3360316	-1
10	3360316	-1
3	55366161	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
6	60523780	-1
1	1459909	1
1	1459909	1
6	39537795	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
6	46082184	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	62068961	1
3	624983	-1
3	624983	-1
3	624983	-1
3	624983	-1
3	624983	-1
9	49816954	-1
9	49816954	-1
9	49816954	-1
9	49816954	-1
1	65753735	1
6	44213186	1
6	44213186	1
6	44213186	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
9	53595022	-1
9	53595022	-1
9	53595022	-1
9	53595022	-1
7	36442766	1
7	36442766	1
7	36442766	1
7	36442766	1
7	36442766	1
3	58942630	-1
3	64156255	1
3	64156255	1
3	64156255	1
3	64156255	1
3	64156255	1
9	12995651	1
9	12995651	1
9	12995651	1
9	12995651	1
9	12995651	1
9	12995651	1
9	12995651	1
9	2088174	-1
9	2088174	-1
9	2088174	-1
1	66609037	-1
1	66609037	-1
7	3108357	-1
7	3108357	-1
7	3108357	-1
7	3108357	-1
7	3108357	-1
7	3108357	-1
9	59110761	1
9	59110761	1
1	59292530	-1
1	59292530	-1
8	43268555	-1
8	43268555	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	17077448	-1
1	782029	1
1	782029	1
1	782029	1
1	782029	1
4	61198423	-1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
1	56233886	1
8	7589109	-1
5	1430429	1
8	39332656	1
8	39332656	1
8	39332656	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
6	39320550	1
3	68059909	-1
9	5557950	-1
9	5557950	-1
9	5557950	-1
9	5557950	-1
3	14797743	-1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
6	46928468	1
8	41621905	-1
8	41621905	-1
8	41621905	-1
1	70197873	-1
1	70197873	-1
1	70197873	-1
1	70197873	-1
1	70197873	-1
1	70197873	-1
3	19435573	-1
3	19435573	-1
3	19435573	-1
10	51062167	-1
10	51062167	-1
10	51062167	-1
10	51062167	-1
3	8085701	1
3	8085701	1
1	2468916	1
3	61156193	1
2	64679164	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
3	64124437	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
1	298468	1
10	5224415	-1
1	8736847	1
1	8736847	1
1	8736847	1
1	8736847	1
1	8736847	1
9	3517703	1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
2	14392501	-1
5	55142723	-1
5	2008856	-1
5	2008856	-1
3	70419104	-1
3	70419104	-1
3	70419104	-1
6	58879609	-1
2	69909395	-1
2	69909395	-1
2	69909395	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	56682781	-1
4	14177110	1
4	14177110	1
4	14177110	1
4	14177110	1
4	14177110	1
1	53700552	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
4	47320972	1
1	64297714	1
1	64297714	1
1	64297714	1
7	63633561	-1
7	63633561	-1
7	63633561	-1
7	63633561	-1
3	67361098	-1
3	67361098	-1
3	67361098	-1
3	67361098	-1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
3	65970127	1
7	11665815	1
7	11665815	1
7	11665815	1
7	11665815	1
7	11665815	1
1	8892265	1
7	62036593	-1
7	5397688	1
1	54954952	1
1	54954952	1
3	71960948	1
3	71960948	1
5	1336147	-1
3	57963583	1
8	48295130	-1
8	48295130	-1
8	48295130	-1
6	27262201	1
6	27262201	1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
1	7501782	-1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
8	7192261	1
7	54736732	1
7	54736732	1
7	54736732	1
7	54736732	1
7	54736732	1
7	54736732	1
2	70458003	1
1	16880604	1
1	16880604	1
1	16880604	1
1	16880604	1
3	65152341	-1
3	65152341	-1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
4	55929967	1
7	890438	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
7	41600825	1
9	15449443	-1
9	15449443	-1
9	15449443	-1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
7	49305661	1
9	55224711	1
9	55224711	1
9	55224711	1
9	55224711	1
9	55224711	1
10	20802000	-1
4	439330	1
3	72357252	-1
3	72357252	-1
3	72357252	-1
2	63366323	-1
2	73051330	1
8	47591847	-1
8	47591847	-1
8	47591847	-1
2	66878359	1
4	64525217	1
4	64525217	1
4	64525217	1
4	64525217	1
5	12677813	1
10	12037194	-1
10	12037194	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
6	56594227	-1
4	62026958	-1
4	62026958	-1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
2	2733270	1
1	49475358	-1
1	49475358	-1
1	49475358	-1
1	49475358	-1
7	61291340	-1
7	61291340	-1
7	61291340	-1
7	61291340	-1
7	61291340	-1
7	61291340	-1
7	61291340	-1
2	65549692	-1
2	65549692	-1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	17030411	1
5	3443033	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
9	13765819	-1
8	6497715	-1
8	6497715	-1
2	4018056	-1
8	45230316	-1
8	45230316	-1
8	45230316	-1
1	72564208	1
1	72564208	1
1	72564208	1
1	72564208	1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
6	53994921	-1
1	21866896	-1
3	440870	-1
3	440870	-1
3	440870	-1
8	4384496	1
8	4384496	1
8	4384496	1
8	4384496	1
8	4384496	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
1	52852790	1
4	55618345	-1
4	53101700	1
1	27861430	-1
1	27861430	-1
1	9275918	1
1	9275918	1
2	65390448	-1
6	49720731	-1
6	49720731	-1
1	60079933	1
1	60079933	1
1	60079933	1
1	60079933	1
1	60079933	1
1	60079933	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
3	68035854	1
4	16955429	-1
4	16955429	-1
4	16955429	-1
4	16955429	-1
4	16955429	-1
4	16955429	-1
4	16955429	-1
4	16955429	-1
3	73124319	1
3	73124319	1
3	73124319	1
2	77044283	1
2	77044283	1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
3	9157334	-1
1	66281354	1
1	66281354	1
4	9005771	1
10	14069364	-1
10	14069364	-1
10	14069364	-1
10	3163730	1
2	15475164	-1
5	1340877	-1
2	67419868	1
2	67419868	1
2	67419868	1
2	67419868	1
2	67419868	1
2	67419868	1
2	67419868	1
2	67419868	1
6	59972187	-1
6	59972187	-1
2	63881720	-1
2	63881720	-1
2	63881720	-1
2	63881720	-1
2	63881720	-1
10	12598597	1
9	6275823	-1
9	6275823	-1
4	44795644	1
2	3966929	-1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
9	4068736	1
4	6984263	-1
6	61226911	1
6	61226911	1
6	61226911	1
6	61226911	1
6	61226911	1
6	61226911	1
6	61226911	1
6	61226911	1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
10	59610086	-1
1	69003443	-1
1	69003443	-1
1	69003443	-1
1	69003443	-1
1	69003443	-1
1	69003443	-1
3	65503236	1
3	65503236	1
9	55675510	1
9	55675510	1
9	55675510	1
6	57763123	1
3	1136803	-1
1	55585451	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
3	15798782	1
9	53470295	1
9	11950586	1
9	11950586	1
9	11950586	1
9	11950586	1
9	11950586	1
9	11950586	1
9	11950586	1
10	12267089	-1
10	12267089	-1
10	12267089	-1
10	12267089	-1
2	69840532	1
1	6424415	-1
1	6424415	-1
1	6424415	-1
1	6424415	-1
1	6424415	-1
1	6424415	-1
1	6424415	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
9	57087548	-1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	75997162	1
2	69150066	-1
2	69150066	-1
2	69150066	-1
2	69150066	-1
2	69150066	-1
2	69150066	-1
2	69150066	-1
1	13459624	-1
2	61994868	1
6	57106028	1
6	57106028	1
6	57106028	1
7	49555169	1
4	48850104	1
4	48850104	1
4	48850104	1
9	52260085	1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
1	11987498	-1
10	58014404	-1
10	58014404	-1
7	6521222	-1
7	6521222	-1
7	6521222	-1
7	6521222	-1
6	54321720	1
6	54321720	1
6	54321720	1
6	54321720	1
6	54746678	1
6	51100820	-1
10	55280848	-1
5	55012280	-1
5	55012280	-1
5	55012280	-1
5	55012280	-1
3	7810487	-1
3	7810487	-1
3	7810487	-1
4	4143518	-1
4	4143518	-1
4	4143518	-1
4	4143518	-1
1	7840524	-1
10	51781363	1
6	6206822	-1
6	6206822	-1
6	6206822	-1
6	6206822	-1
6	6206822	-1
6	6206822	-1
3	64346217	1
10	59844348	-1
10	59844348	-1
4	62887207	-1
2	65611233	-1
2	65611233	-1
2	65611233	-1
2	65611233	-1
2	65611233	-1
2	65611233	-1
2	67445745	-1
2	67445745	-1
2	67445745	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
6	15077564	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	54083734	-1
8	12054727	1
3	68372179	-1
9	57188397	1
9	57188397	1
9	57188397	1
3	64688615	1
3	64688615	1
3	64688615	1
3	64688615	1
3	64688615	1
3	64688615	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
2	13567891	1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
1	66054411	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	2731521	-1
10	44089598	-1
10	44089598	-1
10	44089598	-1
10	44089598	-1
10	44089598	-1
2	74956326	1
2	74956326	1
2	74956326	1
2	74956326	1
2	57147397	1
5	56012498	1
5	56012498	1
5	56012498	1
5	56012498	1
5	56012498	1
5	56012498	1
5	56012498	1
6	52113021	1
6	52113021	1
4	53840908	1
9	46491635	1
3	60156663	-1
3	60156663	-1
10	60333878	1
3	62948954	-1
3	62948954	-1
3	62948954	-1
3	62948954	-1
3	62948954	-1
3	62948954	-1
3	62948954	-1
3	62948954	-1
7	1989767	1
7	1989767	1
2	59440440	1
2	59440440	1
2	68225294	-1
2	68225294	-1
2	68225294	-1
2	68225294	-1
2	68225294	-1
2	68225294	-1
2	68225294	-1
2	68225294	-1
10	6933191	-1
10	6933191	-1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
10	52279067	1
4	52222241	1
4	52222241	1
4	52222241	1
9	53351970	-1
6	49358572	1
6	49358572	1
6	49358572	1
6	49358572	1
1	16840974	-1
1	16840974	-1
1	16840974	-1
1	16840974	-1
1	16840974	-1
1	16840974	-1
3	74145011	-1
3	74145011	-1
3	74145011	-1
3	74145011	-1
3	74145011	-1
1	52041789	1
1	52041789	1
1	52041789	1
1	52041789	1
1	6532009	-1
1	6532009	-1
1	6532009	-1
1	65356885	1
1	65356885	1
1	65356885	1
2	74092068	1
8	632426	1
8	632426	1
2	70361472	-1
1	60149040	1
1	60149040	1
1	60149040	1
1	60149040	1
1	60149040	1
1	60149040	1
1	60149040	1
1	60149040	1
1	13690671	-1
1	13690671	-1
1	13690671	-1
1	13690671	-1
1	13690671	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
9	3032459	-1
2	76390403	-1
8	54036309	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
10	57397909	1
3	61857979	-1
6	46449551	1
6	46449551	1
10	42141636	-1
10	42141636	-1
10	42141636	-1
10	42141636	-1
10	42141636	-1
4	58769634	1
4	58769634	1
4	58769634	1
4	58769634	1
4	58769634	1
4	58769634	1
4	58769634	1
4	58769634	1
1	68674651	1
5	2993779	-1
5	2993779	-1
3	73634583	1
3	73634583	1
3	73634583	1
3	73634583	1
1	49439774	1
1	49439774	1
1	49439774	1
1	49439774	1
1	49439774	1
1	49439774	1
1	49439774	1
4	9508112	-1
4	9508112	-1
4	9508112	-1
4	9508112	-1
7	58417315	1
7	58417315	1
7	58417315	1
7	58417315	1
7	58417315	1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
1	66327903	-1
3	66438872	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
2	73656555	-1
7	3904573	1
7	3904573	1
7	3904573	1
3	57657010	-1
3	3783196	1
3	3783196	1
3	11249181	1
1	55143631	1
1	55143631	1
1	55143631	1
1	55143631	1
1	55143631	1
1	55143631	1
1	55143631	1
